season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college
2023-01-01,1641771,Jalen,Slawson,Jalen Slawson,PF,78.5,6' 6.50'',0.0,Sin_Dato,221.60,83.75,6' 11.75'',106.0,8' 10.00'',Sin_Dato,9.0,9.0,29.0,33.0,11.26,0.0,3.29,0.0,Sin_Dato,,,,,16-25,,,,,,,,,,,,,12-30,,Sin_Dato,Sin_Dato,17-25
2023-01-01,1631173,Terquavion,Smith,Terquavion Smith,SG,74.5,6' 2.50'',0.0,Sin_Dato,163.20,78.75,6' 6.75'',98.0,8' 2.00'',Sin_Dato,8.5,8.0,30.0,37.0,10.86,0.0,3.21,0.0,Sin_Dato,,,,,15-25,,,,,,,,,,,,,22-30,,Sin_Dato,Sin_Dato,10-25
2023-01-01,1641733,Nick,Smith Jr.,Nick Smith Jr.,SG,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1631124,Julian,Strawther,Julian Strawther,SF,78.0,6' 6.00'',0.0,Sin_Dato,208.80,81.25,6' 9.25'',105.0,8' 9.00'',Sin_Dato,8.25,8.25,27.5,34.5,10.94,3.46,3.31,0.0,Sin_Dato,,,,,19-25,,,,,,,,,,,,,19-30,,Sin_Dato,Sin_Dato,19-25
2023-01-01,1641708,Amen,Thompson,Amen Thompson,SG,77.75,6' 5.75'',0.0,Sin_Dato,214.20,84.0,7' 0.00'',103.5,8' 7.50'',Sin_Dato,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641709,Ausar,Thompson,Ausar Thompson,SG,77.75,6' 5.75'',0.0,Sin_Dato,218.20,84.0,7' 0.00'',104.0,8' 8.00'',Sin_Dato,8.75,9.25,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1631166,Drew,Timme,Drew Timme,C,80.75,6' 8.75'',0.0,Sin_Dato,243.20,85.75,7' 1.75'',108.5,9' 0.50'',Sin_Dato,9.0,10.0,26.0,30.5,10.93,0.0,3.34,0.0,Sin_Dato,,,,,9-25,,,,,,,,,,,,,20-30,,Sin_Dato,Sin_Dato,12-25
2023-01-01,1641772,Nae'Qwan,Tomlin,Nae'Qwan Tomlin,PF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1631131,Oscar,Tshiebwe,Oscar Tshiebwe,C,79.25,6' 7.25'',0.0,Sin_Dato,253.60,87.5,7' 3.50'',108.0,9' 0.00'',Sin_Dato,9.75,10.25,29.5,32.5,12.26,0.0,3.32,0.0,Sin_Dato,,,,,8-25,,,,,,,,,,,,,18-30,,Sin_Dato,Sin_Dato,12-25
2023-01-01,1641773,Azuolas,Tubelis,Azuolas Tubelis,PF,80.75,6' 8.75'',0.0,Sin_Dato,234.80,83.0,6' 11.00'',108.0,9' 0.00'',Sin_Dato,9.0,10.5,23.5,30.5,11.17,0.0,3.5,0.0,Sin_Dato,,,,,9-25,,,,,,,,,,,,,18-30,,Sin_Dato,Sin_Dato,7-25
2023-01-01,1641774,Tristan,Vukcevic,Tristan Vukcevic,C,83.25,6' 11.25'',0.0,Sin_Dato,223.40,86.5,7' 2.50'',111.0,9' 3.00'',Sin_Dato,9.0,10.25,26.0,30.5,11.71,3.16,3.43,0.0,Sin_Dato,,,,,17-25,,,,,,,,,,,,,21-30,,Sin_Dato,Sin_Dato,11-25
2023-01-01,1641716,Jarace,Walker,Jarace Walker,PF,78.5,6' 6.50'',0.0,Sin_Dato,248.60,86.5,7' 2.50'',104.5,8' 8.50'',Sin_Dato,9.0,10.0,34.5,38.0,10.89,0.0,3.2,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641717,Cason,Wallace,Cason Wallace,PG,74.5,6' 2.50'',0.0,Sin_Dato,195.20,80.5,6' 8.50'',101.0,8' 5.00'',Sin_Dato,8.5,9.25,28.0,36.0,10.82,0.0,3.34,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641775,Jordan,Walsh,Jordan Walsh,SF,77.75,6' 5.75'',0.0,Sin_Dato,204.00,85.75,7' 1.75'',107.0,8' 11.00'',Sin_Dato,8.75,8.5,33.0,36.0,10.83,0.0,3.3,0.0,Sin_Dato,,,,,17-25,,,,,,,,,,,,,19-30,,Sin_Dato,Sin_Dato,12-25
2023-01-01,1641705,Victor,Wembanyama,Victor Wembanyama,C,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641727,Dariq,Whitehead,Dariq Whitehead,SG,77.75,6' 5.75'',0.0,Sin_Dato,217.20,82.25,6' 10.25'',103.5,8' 7.50'',Sin_Dato,8.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641715,Cam,Whitmore,Cam Whitmore,SF,77.75,6' 5.75'',0.0,Sin_Dato,235.00,80.5,6' 8.50'',103.5,8' 7.50'',Sin_Dato,8.0,8.25,31.5,40.5,10.82,3.33,3.2,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1630592,Jalen,Wilson,Jalen Wilson,SF,77.5,6' 5.50'',0.0,Sin_Dato,230.20,80.0,6' 8.00'',99.5,8' 3.50'',Sin_Dato,8.25,9.0,31.5,35.0,11.26,3.15,3.2,0.0,Sin_Dato,,,,,9-25,,,,,,,,,,,,,18-30,,Sin_Dato,Sin_Dato,14-25
2023-01-01,1631209,Isaiah,Wong,Isaiah Wong,SG,74.5,6' 2.50'',0.0,Sin_Dato,178.40,78.75,6' 6.75'',97.5,8' 1.50'',Sin_Dato,8.25,9.5,32.5,37.0,10.93,0.0,3.22,0.0,Sin_Dato,,,,,10-25,,,,,,,,,,,,,23-30,,Sin_Dato,Sin_Dato,17-25
